artist,availability,colorIdentity,colors,defense,edhrecRank,edhrecSaltiness,frameVersion,keywords,layout,life,loyalty,manaCost,manaValue,name,number,otherFaceIds,power,printings,rarity,setCode,subtypes,supertypes,toughness,types
Clint Cearley,"mtgo, paper",B,B,,10052.0,0.08,2015,,normal,,,{2}{B},3.0,Splendid Agony,109,,,"AKH, AKR",common,AKH,,,,Instant
David Gaillet,"mtgo, paper",B,B,,16845.0,0.24,2015,Cycling,normal,,,{4}{B}{B},6.0,Stir the Sands,110,,,AKH,uncommon,AKH,,,,Sorcery
David Palumbo,"mtgo, paper",B,B,,3804.0,0.19,2015,Enchant,normal,,,{1}{B},2.0,Trespasser's Curse,112,,,"AKH, AKR, MB1",common,AKH,"Aura, Curse",,,Enchantment
Johann Bodin,"mtgo, paper",B,B,,17604.0,0.27,2015,,normal,,,{1}{B},2.0,Trial of Ambition,113,,,"AKH, AKR, MB1",uncommon,AKH,,,,Enchantment
Svetlin Velinov,"mtgo, paper",B,B,,16169.0,0.31,2015,Cycling,normal,,,{1}{B}{B},3.0,Unburden,114,,,"AKH, AKR, MB1, SCG",common,AKH,,,,Sorcery
Seb McKinnon,"mtgo, paper",B,B,,11398.0,0.05,2015,Cycling,normal,,,{2}{B},3.0,Wander in Death,115,,,"AKH, AKR, MB1",common,AKH,,,,Sorcery
Yeong-Hao Han,"mtgo, paper",B,B,,15700.0,,2015,"Cycling, Deathtouch",normal,,,{2}{B},3.0,Wasteland Scorpion,116,,2,"AKH, AKR",common,AKH,Scorpion,,2,Creature
Seb McKinnon,"mtgo, paper",R,R,,11181.0,0.04,2015,"Exert, Haste",normal,,,{2}{R},3.0,Ahn-Crop Crasher,117,,3,"AKH, AKR, MB1",uncommon,AKH,"Minotaur, Warrior",,2,Creature
Dan Scott,"mtgo, paper",R,R,,20056.0,0.23,2015,Exert,normal,,,{1}{R},2.0,Battlefield Scavenger,118,,2,"AKH, AKR",uncommon,AKH,"Jackal, Rogue",,2,Creature
Zezhou Chen,"mtgo, paper",R,R,,4495.0,,2015,,normal,,,{R},1.0,Blazing Volley,119,,,"AKH, IKO, MB1",common,AKH,,,,Sorcery
Anthony Palumbo,"mtgo, paper",R,R,,11566.0,,2015,,normal,,,{R},1.0,Bloodlust Inciter,120,,1,"AKH, AKR, MB1",common,AKH,"Human, Warrior",,1,Creature
Lars Grant-West,"mtgo, paper",R,R,,13105.0,,2015,,normal,,,{1}{R},2.0,Bloodrage Brawler,121,,4,"AKH, JMP",uncommon,AKH,"Minotaur, Warrior",,3,Creature
Nils Hamm,"mtgo, paper",R,R,,7040.0,0.11,2015,,normal,,,{1}{R},2.0,Brute Strength,122,,,"AKH, AKR, DDT, GN2, MB1, OGW",common,AKH,,,,Instant
Magali Villeneuve,"mtgo, paper",R,R,,2394.0,0.22,2015,,normal,,,{X}{R},1.0,By Force,123,,,"AKH, AKR, SLD",uncommon,AKH,,,,Sorcery
Kieran Yanner,"mtgo, paper",R,R,,10931.0,0.06,2015,Enchant,normal,,,{R},1.0,Cartouche of Zeal,124,,,"AKH, AKR, MB1",common,AKH,"Aura, Cartouche",,,Enchantment
Chris Rallis,"mtgo, paper",R,R,,1401.0,0.5,2015,Exert,normal,,,{2}{R},3.0,Combat Celebrant,125,,4,"AKH, AKR, LTC, PAKH",mythic,AKH,"Human, Warrior",,1,Creature
Svetlin Velinov,"mtgo, paper",R,R,,15969.0,0.05,2015,Enchant,normal,,,{R},1.0,Consuming Fervor,126,,,AKH,uncommon,AKH,Aura,,,Enchantment
Lius Lasahido,"mtgo, paper",R,R,,14403.0,0.05,2015,Cycling,normal,,,{4}{R},5.0,Deem Worthy,127,,,"AKH, AKR, J22",uncommon,AKH,,,,Instant
Igor Kieryluk,"mtgo, paper",R,R,,14373.0,0.31,2015,Cycling,normal,,,{5}{R},6.0,Desert Cerodon,128,,6,"AKH, AKR, MB1",common,AKH,Beast,,4,Creature
Craig J Spearing,"mtgo, paper",R,R,,19525.0,0.17,2015,,normal,,,{3}{R},4.0,Electrify,129,,,"AKH, J22, M19",common,AKH,,,,Instant
Viktor Titov,"mtgo, paper",R,R,,17115.0,0.07,2015,Exert,normal,,,{3}{R},4.0,Emberhorn Minotaur,130,,4,AKH,common,AKH,"Minotaur, Warrior",,3,Creature
Tomasz Jedruszek,"mtgo, paper",R,R,,16404.0,0.17,2015,Menace,normal,,,{R},1.0,Flameblade Adept,131,,1,"AKH, HA4, J22",uncommon,AKH,"Jackal, Warrior",,2,Creature
Lucas Graciano,"mtgo, paper",R,R,,1708.0,0.22,2015,,normal,,,{1}{R},2.0,Fling,132,,,"AKH, DKA, ELD, JMP, M11, M12, MB1, PAL01, PC2, PCA, PDCI, PRM, SLD, STH",common,AKH,,,,Instant
Raymond Swanland,"mtgo, paper",R,R,,6696.0,0.33,2015,,normal,,,{2}{R},3.0,Glorious End,133,,,"AKH, AKR, PAKH",mythic,AKH,,,,Instant
Sam Burley,"mtgo, paper",R,R,,6148.0,0.05,2015,"Exert, Flying, Haste",normal,,,{3}{R}{R},5.0,Glorybringer,134,,4,"AKH, AKR, PAKH, PRM",rare,AKH,Dragon,,4,Creature
Shreya Shetty,"mtgo, paper",R,R,,2524.0,0.35,2015,,normal,,,{1}{R},2.0,Harsh Mentor,135,,2,"AKH, AKR, LTC, PAKH",rare,AKH,"Human, Cleric",,2,Creature
Chase Stone,"mtgo, paper",R,R,,10144.0,0.04,2015,"Haste, Indestructible",normal,,,{3}{R},4.0,Hazoret the Fervent,136,,5,"AKH, AKR, MP2, PAKH",mythic,AKH,God,Legendary,4,Creature
Raymond Swanland,"mtgo, paper",R,R,,14903.0,0.04,2015,,normal,,,{2}{R},3.0,Hazoret's Favor,137,,,"AKH, PAKH",rare,AKH,,,,Enchantment
Scott Murphy,"mtgo, paper",R,R,,11953.0,0.06,2015,Embalm,normal,,,{2}{R}{R},4.0,Heart-Piercer Manticore,138,,4,"AKH, C19, PAKH",rare,AKH,Manticore,,3,Creature
Winona Nelson,"mtgo, paper",R,R,,24568.0,,2015,,normal,,,{2}{R}{R},4.0,Hyena Pack,139,,3,"AKH, MB1",common,AKH,Hyena,,4,Creature
Craig J Spearing,"mtgo, paper",R,R,,14992.0,0.09,2015,Cycling,normal,,,{3}{R},4.0,Limits of Solidarity,140,,,AKH,uncommon,AKH,,,,Sorcery
Svetlin Velinov,"mtgo, paper",R,R,,13785.0,0.2,2015,,normal,,,{R},1.0,Magma Spray,141,,,"AKH, AKR, ALA, DDJ, F14, JOU, MB1, PRM",common,AKH,,,,Instant
James Paick,"mtgo, paper",R,R,,23568.0,0.19,2015,,normal,,,{4}{R},5.0,Manticore of the Gauntlet,142,,5,AKH,common,AKH,Manticore,,4,Creature
Joseph Meehan,"mtgo, paper",R,R,,14516.0,,2015,Reach,normal,,,{2}{R},3.0,Minotaur Sureshot,143,,2,"AKH, JMP",common,AKH,"Minotaur, Archer",,3,Creature
Dan Scott,"mtgo, paper",R,R,,21948.0,0.24,2015,"Exert, Trample",normal,,,{1}{R},2.0,Nef-Crop Entangler,144,,2,"AKH, AKR",common,AKH,"Human, Warrior",,1,Creature
Tomasz Jedruszek,"mtgo, paper",R,R,,21080.0,0.05,2015,Prowess,normal,,,{1}{R},2.0,Nimble-Blade Khenra,145,,1,"AKH, AKR, MB1",common,AKH,"Jackal, Warrior",,3,Creature
Josu Hernaiz,"mtgo, paper",R,R,,15931.0,,2015,,normal,,,{1}{R},2.0,Pathmaker Initiate,146,,2,"AKH, AKR, BBD",common,AKH,"Human, Wizard",,1,Creature
Johann Bodin,"mtgo, paper",R,R,,17856.0,0.21,2015,Cycling,normal,,,{3}{R},4.0,Pursue Glory,147,,,"AKH, AKR",common,AKH,,,,Instant
Steve Argyle,"mtgo, paper",R,R,,8487.0,0.11,2015,Prowess,normal,,,{R},1.0,Soul-Scar Mage,148,,1,"AKH, AKR, PAKH, SLD",rare,AKH,"Human, Wizard",,2,Creature
Raymond Swanland,"mtgo, paper",R,R,,6219.0,,2015,Cycling,normal,,,{1}{R}{R},3.0,Sweltering Suns,149,,,"AKH, AKR, PAKH, SCD",rare,AKH,,,,Sorcery
Allen Williams,"mtgo, paper",R,R,,824.0,0.04,2015,,normal,,,{1}{R},2.0,Tormenting Voice,151,,,"AKH, AKR, CN2, DTK, GNT, IMA, J22, KTK, M19, SIR, SOI, ZNR",common,AKH,,,,Sorcery
Svetlin Velinov,"mtgo, paper",R,R,,22638.0,0.29,2015,,normal,,,{2}{R},3.0,Trial of Zeal,152,,,"AKH, AKR",uncommon,AKH,,,,Enchantment
Matt Stewart,"mtgo, paper",R,R,,20361.0,,2015,Exert,normal,,,{4}{R},5.0,Trueheart Twins,153,,4,AKH,uncommon,AKH,"Jackal, Warrior",,4,Creature
Jason Rainville,"mtgo, paper",R,R,,13889.0,,2015,Cycling,normal,,,{3}{R},4.0,Violent Impact,154,,,AKH,common,AKH,,,,Sorcery
Yohann Schepacz,"mtgo, paper",R,R,,18995.0,,2015,,normal,,,{3}{R},4.0,Warfire Javelineer,155,,2,"AKH, JMP",uncommon,AKH,"Minotaur, Warrior",,3,Creature
Tommy Arnold,"mtgo, paper",G,G,,15184.0,0.12,2015,,normal,,,{2}{G},3.0,Benefaction of Rhonas,156,,,AKH,common,AKH,,,,Sorcery
Slawomir Maniak,"mtgo, paper",G,G,,17263.0,,2015,Exert,normal,,,{1}{G},2.0,Bitterblade Warrior,157,,2,"AKH, MB1",common,AKH,"Jackal, Warrior",,2,Creature
Kieran Yanner,"mtgo, paper",G,G,,7183.0,,2015,"Enchant, Fight",normal,,,{2}{G},3.0,Cartouche of Strength,158,,,"AKH, AKR",common,AKH,"Aura, Cartouche",,,Enchantment
Winona Nelson,"mtgo, paper",G,G,,8859.0,0.15,2015,Exert,normal,,,{3}{G},4.0,Champion of Rhonas,159,,3,"AKH, AKR, PAKH",rare,AKH,"Jackal, Warrior",,3,Creature
Yongjae Choi,"mtgo, paper",G,G,,7337.0,0.11,2015,,normal,,,{1}{G},2.0,Channeler Initiate,160,,3,"AKH, PAKH",rare,AKH,"Human, Druid",,4,Creature
Jason Kang,"mtgo, paper",G,G,,15032.0,0.22,2015,,normal,,,{4}{G},5.0,Colossapede,161,,5,AKH,common,AKH,Insect,,5,Creature
Kev Walker,"mtgo, paper",G,G,,17963.0,0.18,2015,Haste,normal,,,{3}{G},4.0,Crocodile of the Crossing,162,,5,"AKH, AKR",uncommon,AKH,Crocodile,,4,Creature
Deruchenko Alexander,"mtgo, paper",G,G,,14727.0,,2015,,normal,,,{2}{G},3.0,Defiant Greatmaw,163,,4,"AKH, AKR",uncommon,AKH,Hippo,,5,Creature
Bastien L. Deharme,"mtgo, paper",G,G,,14233.0,,2015,Cycling,normal,,,{1}{G},2.0,Dissenter's Deliverance,164,,,"AKH, AKR, MB1",common,AKH,,,,Instant
Sara Winters,"mtgo, paper",G,G,,16344.0,0.06,2015,,normal,,,{1}{G},2.0,Exemplar of Strength,165,,4,"AKH, AKR",uncommon,AKH,"Human, Warrior",,4,Creature
Ryan Pancoast,"mtgo, paper",G,G,,3134.0,0.06,2015,Enchant,normal,,,{2}{G},3.0,Gift of Paradise,167,,,"AKH, C21, CMR, M19, M20, MB1",common,AKH,Aura,,,Enchantment
Steven Belledin,"mtgo, paper",G,G,,8826.0,,2015,Cycling,normal,,,{5}{G}{G},7.0,Greater Sandwurm,168,,7,"AKH, AKR, IKO, MB1",common,AKH,Wurm,,7,Creature
Lindsey Look,"mtgo, paper",G,G,,12308.0,,2015,,normal,,,{G},1.0,Hapatra's Mark,169,,,AKH,uncommon,AKH,,,,Instant
Shreya Shetty,"mtgo, paper",G,G,,1221.0,0.17,2015,,normal,,,{2}{G},3.0,Harvest Season,170,,,"AKH, KHC, PAKH, SCD",rare,AKH,,,,Sorcery
Mark Zug,"mtgo, paper",G,G,,10693.0,0.27,2015,Cycling,normal,,,{1}{G},2.0,Haze of Pollen,171,,,"AKH, AKR",common,AKH,,,,Instant
Todd Lockwood,"mtgo, paper",G,G,,11980.0,0.05,2015,"Embalm, Trample",normal,,,{5}{G},6.0,Honored Hydra,172,,6,"AKH, PAKH",rare,AKH,"Snake, Hydra",,6,Creature
Daarken,"mtgo, paper",G,G,,21916.0,0.25,2015,Exert,normal,,,{2}{G},3.0,Hooded Brawler,173,,3,"AKH, AKR, MB1",common,AKH,"Naga, Warrior",,2,Creature
Dan Scott,"mtgo, paper",G,G,,13539.0,,2015,,normal,,,{1}{G},2.0,Initiate's Companion,174,,3,"AKH, AKR, JMP",common,AKH,Cat,,1,Creature
Lius Lasahido,"mtgo, paper",G,G,,1433.0,0.4,2015,,normal,,,{2}{G},3.0,Manglehorn,175,,2,"AKH, AKR, MB1",uncommon,AKH,Beast,,2,Creature
James Ryman,"mtgo, paper",G,G,,10494.0,,2015,,normal,,,{1}{G},2.0,Naga Vitalist,176,,1,"AKH, AKR, J22",common,AKH,"Naga, Druid",,2,Creature
Sara Winters,"mtgo, paper",G,G,,15202.0,,2015,,normal,,,{G},1.0,Oashra Cultivator,177,,0,"AKH, AKR, J22",common,AKH,"Human, Druid",,3,Creature
Deruchenko Alexander,"mtgo, paper",G,G,,21768.0,,2015,,normal,,,{2}{G},3.0,Ornery Kudu,178,,3,"AKH, AKR",common,AKH,Antelope,,4,Creature
Matt Stewart,"mtgo, paper",G,G,,19200.0,,2015,Flash,normal,,,{2}{G},3.0,Pouncing Cheetah,179,,3,"AKH, AKR, JMP, MB1",common,AKH,Cat,,2,Creature
Tyler Jacobson,"mtgo, paper",G,G,,2177.0,0.33,2015,,normal,,,{1}{G}{G},3.0,Prowling Serpopard,180,,4,"AKH, AKR, J22, PAKH",rare,AKH,"Cat, Snake",,3,Creature
David Gaillet,"mtgo, paper",G,G,,19683.0,,2015,,normal,,,{3}{G},4.0,Quarry Hauler,181,,4,"AKH, AKR",common,AKH,Camel,,3,Creature
Chase Stone,"mtgo, paper",G,G,,3619.0,0.14,2015,"Deathtouch, Indestructible",normal,,,{2}{G},3.0,Rhonas the Indomitable,182,,5,"AKH, AKR, J22, MP2, PAKH",mythic,AKH,God,Legendary,5,Creature
Slawomir Maniak,"mtgo, paper",G,G,,2044.0,0.3,2015,,normal,,,{6}{G}{G},8.0,Sandwurm Convergence,183,,,"AKH, AKR, CLB, CMM, NCC, PAKH",rare,AKH,,,,Enchantment
Marco Nelor,"mtgo, paper",G,G,,16579.0,,2015,Hexproof,normal,,,{4}{G}{G},6.0,Scaled Behemoth,184,,6,"AKH, CMR",uncommon,AKH,Crocodile,,7,Creature
Christine Choi,"mtgo, paper",G,G,,21543.0,,2015,,normal,,,{G},1.0,Shed Weakness,185,,,"AKH, AKR, UMA",common,AKH,,,,Instant
Viktor Titov,"mtgo, paper",G,G,,8465.0,,2015,Cycling,normal,,,{5}{G},6.0,Shefet Monitor,186,,6,"AKH, AKR",uncommon,AKH,Lizard,,5,Creature
Zoltan Boros,"mtgo, paper",G,G,,4294.0,0.14,2015,Enchant,normal,,,{G},1.0,Sixth Sense,187,,,"AKH, AKR",uncommon,AKH,Aura,,,Enchantment
Dan Scott,"mtgo, paper",G,G,,16688.0,0.05,2015,,normal,,,{2}{G},3.0,Spidery Grasp,188,,,"AKH, GN2, ISD",common,AKH,,,,Instant
Scott Murphy,"mtgo, paper",G,G,,16117.0,0.08,2015,Cycling,normal,,,{G},1.0,Stinging Shot,189,,,"AKH, AKR",common,AKH,,,,Instant
David Palumbo,"mtgo, paper",G,G,,18808.0,,2015,,normal,,,{2}{G},3.0,Synchronized Strike,190,,,"AKH, AKR",uncommon,AKH,,,,Instant
Kieran Yanner,"mtgo, paper",G,G,,21352.0,,2015,,normal,,,{2}{G},3.0,Trial of Strength,191,,,"AKH, AKR",uncommon,AKH,,,,Enchantment
Victor Adame Minguez,"mtgo, paper",G,G,,3132.0,0.18,2015,,normal,,,{3}{G},4.0,Vizier of the Menagerie,192,,3,"AKH, AKR, PAKH, SLD",mythic,AKH,"Naga, Cleric",,4,Creature
Anastasia Ovchinnikova,"mtgo, paper",G,G,,20086.0,,2015,Exert,normal,,,{2}{G},3.0,Watchful Naga,193,,2,"AKH, AKR",uncommon,AKH,"Naga, Wizard",,2,Creature
Craig J Spearing,"mtgo, paper","G, W","G, W",,16425.0,0.21,2015,Exert,normal,,,{2}{G}{W},4.0,Ahn-Crop Champion,194,,4,"AKH, AKR",uncommon,AKH,"Human, Warrior",,4,Creature
Sidharth Chaturvedi,"mtgo, paper","U, W","U, W",,6314.0,0.22,2015,"Embalm, Flying, Vigilance",normal,,,{2}{W}{U},4.0,Aven Wind Guide,195,,2,"AKH, AKR",uncommon,AKH,"Bird, Warrior",,3,Creature
Adrian Majkrzak,"mtgo, paper","B, G","B, G",,11720.0,0.08,2015,,normal,,,{3}{B}{G},5.0,Decimator Beetle,197,,4,AKH,uncommon,AKH,Insect,,5,Creature
Steve Argyle,"mtgo, paper","R, U","R, U",,11438.0,0.47,2015,Flying,normal,,,{1}{U}{R},3.0,Enigma Drake,198,,*,"AKH, AKR, M19",uncommon,AKH,Drake,,4,Creature
Tyler Jacobson,"mtgo, paper","B, G","B, G",,5596.0,0.29,2015,,normal,,,{B}{G},2.0,"Hapatra, Vizier of Poisons",199,,2,"AKH, AKR, PAKH",rare,AKH,"Human, Cleric",Legendary,2,Creature
Sara Winters,"mtgo, paper","R, W","R, W",,7754.0,0.11,2015,,normal,,,{R}{W},2.0,Honored Crop-Captain,200,,3,"AKH, AKR",uncommon,AKH,"Human, Warrior",,2,Creature
Chris Rallis,"mtgo, paper","G, R","G, R",,8616.0,0.17,2015,Trample,normal,,,{1}{R}{G},3.0,Khenra Charioteer,201,,3,"AKH, AKR",uncommon,AKH,"Jackal, Warrior",,3,Creature
Nils Hamm,"mtgo, paper","B, R","B, R",,13428.0,0.26,2015,,normal,,,{2}{B}{R},4.0,Merciless Javelineer,202,,4,"AKH, AKR",uncommon,AKH,"Minotaur, Warrior",,2,Creature
Chris Rahn,"mtgo, paper","B, R","B, R",,10664.0,0.06,2015,First strike,normal,,,{1}{B}{R},3.0,"Neheb, the Worthy",203,,2,"AKH, AKR, PAKH",rare,AKH,"Minotaur, Warrior",Legendary,2,Creature
Howard Lyon,"mtgo, paper","G, U","G, U",,3895.0,0.16,2015,Scry,normal,,X,{X}{G}{U},2.0,"Nissa, Steward of Elements",204,,,"AKH, AKR, C20, PAKH, PS17",mythic,AKH,Nissa,Legendary,,Planeswalker
Aleksi Briclot,"mtgo, paper","G, R, W","G, R",,2838.0,0.21,2015,"Double strike, Flash, Haste, Vigilance",normal,,,{3}{R}{G},5.0,"Samut, Voice of Dissent",205,,3,"AKH, AKR, PAKH",mythic,AKH,"Human, Warrior",Legendary,4,Creature
Yongjae Choi,"mtgo, paper","B, U","B, U",,17042.0,0.06,2015,Flying,normal,,,{U}{B},2.0,Shadowstorm Vizier,206,,1,"AKH, AKR",uncommon,AKH,"Human, Cleric",,3,Creature
Anna Steinbauer,"mtgo, paper","U, W","U, W",,13325.0,,2015,Embalm,normal,,,{W}{U},2.0,"Temmet, Vizier of Naktamun",207,,2,"AKH, AKR, PAKH",rare,AKH,"Human, Cleric",Legendary,2,Creature
Anthony Palumbo,"mtgo, paper","B, W","B, W",,6516.0,0.06,2015,,normal,,,{W}{B},2.0,Wayward Servant,208,,2,"AKH, AKR",uncommon,AKH,Zombie,,2,Creature
Winona Nelson,"mtgo, paper","G, U","G, U",,12095.0,0.17,2015,,normal,,,{1}{G}{U},3.0,Weaver of Currents,209,,2,AKH,uncommon,AKH,"Naga, Druid",,2,Creature
Noah Bradley,"mtgo, paper",W,W,,967.0,0.18,2015,,aftermath,,,{2}{W}{W},9.0,Dusk // Dawn,210,87f0062a-8321-5c16-960e-a12ce1df5839,,"AKH, AKR, C19, CLB, LTC, NCC, PAKH, PRM",rare,AKH,,,,Sorcery
Ryan Alexander Lee,"mtgo, paper",U,U,,1847.0,0.26,2015,,aftermath,,,{3}{U},10.0,Commit // Memory,211,95a37a67-eac8-5ae2-9a50-31f81f810f18,,"AKH, AKR, MB1, NCC, PAKH",rare,AKH,,,,Instant
Daarken,"mtgo, paper",B,B,,8491.0,0.11,2015,,aftermath,,,{1}{B}{B},7.0,Never // Return,212,6acc8501-aa59-5777-a7d0-e3ef66a609ea,,"AKH, AKR, PAKH",rare,AKH,,,,Sorcery
Lucas Graciano,"mtgo, paper",R,R,,3728.0,0.19,2015,,aftermath,,,{2}{R},6.0,Insult // Injury,213,c44192e3-0732-528d-a4c4-b27a49d8ebe4,,"AKH, AKR, PAKH",rare,AKH,,,,Sorcery
Zack Stella,"mtgo, paper",G,G,,8825.0,,2015,,aftermath,,,{2}{G},7.0,Mouth // Feed,214,e765058a-4a7c-513f-bb97-cb7d3aa56218,,"AKH, AKR, PAKH",rare,AKH,,,,Sorcery
Magali Villeneuve,"mtgo, paper","B, W",W,,16656.0,,2015,,aftermath,,,{2}{W},6.0,Start // Finish,215,93de0571-9509-5933-b298-2660f5f97f7d,,"AKH, AKR",uncommon,AKH,,,,Instant
Eric Deschamps,"mtgo, paper","R, U",U,,19557.0,0.29,2015,,aftermath,,,{2}{U},6.0,Reduce // Rubble,216,57aa1356-3638-57b6-9b4f-4ef1f77de5df,,"AKH, AKR, PLIST",uncommon,AKH,,,,Instant
Magali Villeneuve,"mtgo, paper","B, G",B,,13223.0,0.08,2015,,aftermath,,,{1}{B},6.0,Destined // Lead,217,a241affc-f016-5e33-94c2-c4e9b95b1cf1,,"AKH, AKR",uncommon,AKH,,,,Instant
Grzegorz Rutkowski,"mtgo, paper","R, W",R,,14234.0,0.2,2015,,aftermath,,,{2}{R},6.0,Onward // Victory,218,d683ca15-e3af-5170-bf22-109b3393696d,,"AKH, AKR",uncommon,AKH,,,,Instant
Josu Hernaiz,"mtgo, paper","G, U",G,,9773.0,0.17,2015,,aftermath,,,{2}{G},9.0,Spring // Mind,219,26a57e19-d546-56d2-aa5d-1a78eb1fa265,,"AKH, AKR",uncommon,AKH,,,,Sorcery
Zack Stella,"mtgo, paper","G, W",W,,17664.0,,2015,,aftermath,,,{1}{W},6.0,Prepare // Fight,220,d74c9178-45df-57ea-91a8-c24a2f1d7f05,,"AKH, AKR, PAKH",rare,AKH,,,,Instant
Jason A. Engle,"mtgo, paper","U, W",U,,15197.0,0.27,2015,,aftermath,,,{1}{U},3.0,Failure // Comply,221,dfe9df6b-4995-5516-8f4c-435d6e34b724,,"AKH, AKR, PAKH",rare,AKH,,,,Instant
Greg Opalinski,"mtgo, paper","B, U",B,,8806.0,0.07,2015,,aftermath,,,{2}{B}{B},11.0,Rags // Riches,222,07e3e8eb-c75a-5281-b69a-29d4b69536ff,,"AKH, AKR, PAKH",rare,AKH,,,,Sorcery
Raymond Swanland,"mtgo, paper","B, R",R,,4336.0,0.14,2015,,aftermath,,,{1}{R},4.0,Cut // Ribbons,223,a6b57044-acd3-5380-8da8-12b349ace615,,"AKH, AKR, PAKH, PLIST, SLD",rare,AKH,,,,Sorcery
Jonas De Ro,"mtgo, paper","G, R",G,,11563.0,0.1,2015,,aftermath,,,{X}{G},3.0,Heaven // Earth,224,a0f3e7c6-46c8-505a-8f6c-15bd4286167d,,"AKH, AKR, MOC, PAKH",rare,AKH,,,,Instant
Jonas De Ro,"mtgo, paper",,,,638.0,0.19,2015,,normal,,,{3},3.0,Bontu's Monument,225,,,"AKH, AKR, DMC",uncommon,AKH,,Legendary,,Artifact
Florian de Gesincourt,"mtgo, paper",,,,17125.0,0.17,2015,,normal,,,{3},3.0,Edifice of Authority,226,,,"AKH, AKR, J22",uncommon,AKH,,,,Artifact
Adrian Majkrzak,"mtgo, paper",,,,9203.0,,2015,Mill,normal,,,{2},2.0,Embalmer's Tools,227,,,AKH,uncommon,AKH,,,,Artifact
Christine Choi,"mtgo, paper",,,,9266.0,0.11,2015,,normal,,,{3},3.0,Gate to the Afterlife,228,,,"AKH, AKR, PLIST",uncommon,AKH,,,,Artifact
Richard Wright,"mtgo, paper",,,,1365.0,0.09,2015,,normal,,,{3},3.0,Hazoret's Monument,229,,,"AKH, AKR, DMC",uncommon,AKH,,Legendary,,Artifact
Aaron Miller,"mtgo, paper",,,,14580.0,,2015,Equip,normal,,,{1},1.0,Honed Khopesh,230,,,AKH,common,AKH,Equipment,,,Artifact
Titus Lunter,"mtgo, paper",,,,3256.0,0.19,2015,,normal,,,{3},3.0,Kefnet's Monument,231,,,"AKH, AKR",uncommon,AKH,,Legendary,,Artifact
Sung Choi,"mtgo, paper",,,,16600.0,0.04,2015,,normal,,,{3},3.0,Luxa River Shrine,232,,,AKH,common,AKH,,,,Artifact
Christine Choi,"mtgo, paper",,,,844.0,0.14,2015,,normal,,,{3},3.0,Oketra's Monument,233,,,"AKH, AKR, DMC, PAGL",uncommon,AKH,,Legendary,,Artifact
Jonas De Ro,"mtgo, paper",,,,5272.0,0.14,2015,,normal,,,{4},4.0,Oracle's Vault,234,,,"AKH, NCC, PAKH, PRM",rare,AKH,,,,Artifact
Florian de Gesincourt,"mtgo, paper",,,,7857.0,,2015,,normal,,,{1},1.0,Pyramid of the Pantheon,235,,,"AKH, PAKH",rare,AKH,,,,Artifact
Cliff Childs,"mtgo, paper",,,,1174.0,0.12,2015,,normal,,,{3},3.0,Rhonas's Monument,236,,,"AKH, AKR, GNT, MB1",uncommon,AKH,,Legendary,,Artifact
Titus Lunter,"mtgo, paper",,,,1318.0,0.42,2015,,normal,,,{2},2.0,Throne of the God-Pharaoh,237,,,"AKH, AKR, PAKH",rare,AKH,,Legendary,,Artifact
Joseph Meehan,"mtgo, paper",,,,14856.0,,2015,,normal,,,{2},2.0,Watchers of the Dead,238,,2,"AKH, AKR",uncommon,AKH,Cat,,2,"Artifact, Creature"
Titus Lunter,"mtgo, paper","B, R",,,1505.0,0.06,2015,Cycling,normal,,,,0.0,Canyon Slough,239,,,"AKH, AKR, PAKH",rare,AKH,"Swamp, Mountain",,,Land
Noah Bradley,"mtgo, paper",,,,1224.0,0.09,2015,Indestructible,normal,,,,0.0,Cascading Cataracts,240,,,"AKH, AKR, DMC, PAKH, PRM",rare,AKH,,,,Land
Noah Bradley,"mtgo, paper",,,,6536.0,0.04,2015,,normal,,,,0.0,Cradle of the Accursed,241,,,AKH,common,AKH,Desert,,,Land
Jonas De Ro,"mtgo, paper","B, U",,,1412.0,0.08,2015,Cycling,normal,,,,0.0,Fetid Pools,243,,,"AKH, AKR, PAKH",rare,AKH,"Island, Swamp",,,Land
Daarken,"mtgo, paper",,,,5360.0,0.05,2015,,normal,,,,0.0,Grasping Dunes,244,,,AKH,uncommon,AKH,Desert,,,Land
Jonas De Ro,"mtgo, paper","U, W",,,867.0,0.05,2015,Cycling,normal,,,,0.0,Irrigated Farmland,245,,,"AKH, AKR, C20, CMM, PAKH",rare,AKH,"Plains, Island",,,Land
Mark Poole,"mtgo, paper",,,,6614.0,0.05,2015,,normal,,,,0.0,Painted Bluffs,246,,,AKH,common,AKH,Desert,,,Land
Christine Choi,"mtgo, paper","G, W",,,1231.0,0.05,2015,Cycling,normal,,,,0.0,Scattered Groves,247,,,"AKH, AKR, CMM, LTC, PAKH, PCTB",rare,AKH,"Forest, Plains",,,Land
Sung Choi,"mtgo, paper","G, R",,,1311.0,0.07,2015,Cycling,normal,,,,0.0,Sheltered Thicket,248,,,"AKH, AKR, CMM, PAKH, PCTB",rare,AKH,"Mountain, Forest",,,Land
Min Yum,"mtgo, paper",,,,2759.0,0.07,2015,,normal,,,,0.0,Sunscorched Desert,249,,,"AKH, AKR",common,AKH,Desert,,,Land
Daarken,"mtgo, paper",W,W,,11770.0,0.45,2015,,normal,,5,{4}{W},5.0,"Gideon, Martial Paragon",270,,,AKH,mythic,AKH,Gideon,Legendary,,Planeswalker
